Emotion,Text
neutral," No problem , what class would you like to take ? "
sadness,A younger brother of a good friend of mine died (asthma).
neutral, Yes ? 
anger,I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.
joy,When they told me that I had been admitted to the faculty of medicine.
fear,Finding out in your lecture that a doctor can make misdiagnoses because of ignorance in neuropsychology.
neutral, I hope so . 
joy,When I entered University.
fear,When someone close to me is travelling by car and is delayed.
sadness, I ’ Ve got some bad news . All the plans sent over to the McGrath Corporation have been rejected . We ’ re going to have to start from scratch . 
anger,I was scolded by my mother for no reason.
joy,I can see you 're pleased with yourself ` 
anger," Oh , shut up about ties ! Forget about ties , why not ? "
neutral, Really ? How long have you been playing the violin ? 
joy,"The day I received the key of my apartment and we could enter in it, for my fianceand I had bought it yet in plans, and it seemed to us that this was almost impossible to happen."
sadness,When another fellow worker decided to leave the company. We had been very close and we would not be able to work with eachother any longer.
joy,When I attended my cousin's 31st birthday.
sadness,Death of grandmother.
joy,When I was admitted to the Higher Institute.
fear,On the scenic railway at the fairground.
joy,When the parents of my girlfriend gave permission to spend our holiday together.
joy, That's my favorite . 
fear,He gave one swift look at her horrified expression before continuing . 
joy, All right . Say cheese ! 
fear,When I almost drowned myself in the municipal swimming pool that I use to go almost not excaping.
fear,The wind just sounded like a woman SCREAMING. #helterskelter
neutral, I mean it ’ s not his fault . 
sadness,When my uncle died.
joy, Sure . Where shall I meet you ? 
anger, I said sunny side up ! How many times do I have to tell you . 
sadness,"Looking up end-of-semester results, and finding I'd failed three out of seven (subjects)."
sadness," Sorry , $ 14 is the lowest I can go . "
joy,Do you want to go to the beach tonight ? 
joy,Hearing my girlfriend accept my offer of marriage.
neutral, Thank you . 
fear," He just stays in the kitchen and watches you . Before the Chinese New Year , the kitchen god tells his boss whether you were good or bad this year . Just like Lester does ! "
sadness,I feel so sad with Marie gone . 
joy,My neighbour was not able to set his car in motion because it had snowed heavily. I helped him - he was thankful and invited me.
fear,"When I was walking down the street, some boys showed me a knife and stole all my money."
fear,I turn and I see nobody but my shadow still keep my heart asking wTF. I just got paranoid over his own dark side!
sadness,When my studies are too demanding and I cannot cope with it.
sadness,"Penelope Huntley sat silent through this speech , chain-smoking , her eyes downcast . "
fear,When my B.A results had not come.
anger,I could not find my monthly tickets for the bus when I was on the bus.
neutral, I was sick . 
fear,"He predicted ` deep dismay in Hong Kong , deepened only by the statement of the official Opposition . "" "
anger,"I worked with several classmates on a project.  I was very anxious about the project while my partners showed no concern  and when we had meetings on the project my classmates  did not pay any attention.  Some of them read books while the others argued on irrelevant questions.  The meeting would go on for two hours without the main theme being discussed.  We wasted time and could not reach a compromise.  My classmates avoided doing the work and the responsibilities, they seemed to value other projects more than this one."
sadness,"As Michael Codron told me : ` Ken remained very loyal to it , even though he was miserable about it . "
sadness,"I finished the relationship with my boyfriend, after having felt myself very unhappy for a long time."
fear,"I  myself, by trying to clear the motivation of from my intentions and trust that #God is guiding me for his undefined #purpose"
anger,Saw my unfair report.
fear,Obscene phone call where the person knew my name.
anger,"I was accused of having done something, which I hadn't and got very angry."
anger,"Mr Patten , however , is engaged in more than simply relieving his own exasperation at Beijing 's procrastination . "
anger,"` We are at our wits ; end here "" , say the airport management , ` and this has caused considerable upset and annoyance to the lady owning the number published "" . "
neutral, Not now . 
sadness,"I'm sorry , sir . I'm going to have to ask you to leave . "
sadness,"Even the Prince of Wales , depressed at the thought of the ordeal to come , cheered up at the sight of the food . "
anger, What ’ s wrong ? I thought we agreed that you were gonna quit smoking . 
neutral," OK , Bond . "
neutral, I see . 
sadness,Often a dog which is treated very badly by his owner comes to us.
neutral, Who's Brad ? 
fear,"Daisy leaned forward , at once horrified and fascinated . "
joy,The begining of my relations with my current girlfriend.
fear,I think its funny @ThatBoyDMcKee will call me bout the lakers but wont answer when we tryna hoop hmm 
sadness,"McColgan , slumped in deep dejection , said afterwards : ` It was just a bad race on my part . "
joy,"In the underground's escalator, a youngish bum asked me for money.  Although I did not give him anything, the fellow told me that I was really good-looking.  A man who was in front of me also turned to look at me."
sadness," No , I Don't . Either I shape up or my job is on the line . "
fear,"When I was travelling by tram, I tripped and fell against the door.  I thought that I was going to fall out."
fear, I don ’ t know anything about the bills or laws they ’ re trying to pass . 
joy,"Somehow she rose over her excitement , though , and concentrated all she could on the task at hand . "
sadness,"Feeling oddly bereft and desolate , besieged by Dolly 's incessant chatter , Luce was pleased to get back to the hotel . "
neutral, See you . 
joy,Receiving a much wanted letter from a very good friend who lives abroad.
sadness,When I argue with my mother about the way she treats her two children differently.
sadness," Oh , I'm afraid we've sold out of those . They were really popular . "
sadness,How does it make someone like a woman who has just had an abortion feel having to go to a lavatory to express her grief in tears ? 
anger,"It was a mixture of amusement and exasperation with her friend , with worry added . "
fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
neutral, Next june . 
neutral, Not funny . 
sadness,When my grandmother died.
sadness," My parents called . As usual , they reminded me again that I should have a plan to marry by my late 20s . Easier said then done . Who should I marry ? I have no time to go on a date . "
joy,I got a fairly large amount of my taxes back.
sadness,"When I saw the film \Johnny got his gun\"" which deals with the consequences of the Vietnam war."""
joy,His amusement at the scene was rekindled . 
sadness,"Her fingers tightened on his hands , hearing the anguish in his voice . "
joy,When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday.
neutral, Yeah ? 
anger,Why are you arresting me ? 
neutral, Oh yeah ? 
fear,"When I was dreaming that I was being chased, in the upmost of horror the door of the closed felt down synchronicaly with the dream scare."
fear,Day 2 of my brother's stay in emergency.  #whatstheanswer #pleasadmithim
anger," They were supposed to , but so far nobody ’ s turned up , and I ’ m left on my own to do the work . This is the first break I ’ Ve had all day . "
anger, my boss has been breathing down my neck all day . I can't wait for the weekend ! 
fear,@darleeen23 everytime I come home from work at nite I sprint to the house. 
anger,"In a confrontation with a person, he provoked me several times till I reacted in an angry way.  Fortunately there were no disastrous consequences."
sadness," I can not stop coughing , and I can not stop sneezing . I vomited blood last night . Sorry , I am coughing again . "
anger,"In fact I expect he 'll be mad I 've told you that much . "" "
neutral, Is he ok ? 
sadness," I'm sorry , I didn't mean to forget our wedding anniversary . "
anger,When I saw that my bed at the hostel was a mess I guessed that someone else had used my daily necessities.  I felt that my  personal sanity had been affected.
joy,When my father bought me a suit.
joy,"Elizabeth cast one happy glance at the dawning delight on the other two faces , and continued with the joyful work . "
anger, I haven't even told you what it is yet ! 
sadness,When I lost the person who meant the most to me. 
neutral,Look out ! 
fear,"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event."
sadness,Yet they were not downhearted . 
sadness,"The ready availability of a screening questionnaire that mothers at risk can complete under supervision in a few minutes is potentially useful , but only if health workers and others can rise to the needs of depressed mothers . "
joy,It was in December last year that I was chosen to come to this Institution to study as a Medical Assistant.
joy,When I was selected for the university.
neutral, Not yet . 
sadness, But I still love you . 
anger, I simply can't bear your barbaric behavior . 
fear,"In reality , they may have been more anxious and worried than they showed . "
joy,"Even falling asleep as he was , McLeish was amused at Bruce Davidson 's hopeful , proprietorial air . "
anger, You're such a wimp ! You're afraid of an eyelash curler . 
anger, Absolutely not ! I'm not a thief . 
anger,Alexandra grew even crosser as it became obvious that Matthew had been invited in his own right . 
anger," Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before . "
fear," No , forget that ! Do the tourniquet first . I'm losing too much blood . "
anger,We had fixed time for practice as we had to participate in the inter-department song contest.  I arrived and found that there was nobody there.  When I went to the canteen I found them eating lunch.  I was so angry that I aired my greviances to one of them and then left.
sadness,I was forced to leave an unforgettable friend.
neutral, Yup . 
anger,They wanted me to pay for a ticket twice because they said that the one I had was out of date.
fear, It always hurts . I hate going . 
sadness,When I did bad on a chamistry midterm which I could have done well.
anger,I said I thought Surkov felt resentful because the novels hadn't made more money . 
joy,My sister and brother in law returned from Sri Lanka where they adopted a child. I went to pick them up at the airport.
neutral, Why not ? 
neutral, Sure . 
joy,I felt it when I received a letter telling that I had been classified in a national concourse of p... I felt happy and vanity about it.
fear,@CHancock1992 all right mate wanna buy a tv? fuckin do one alien #imthrowinstonesatyouman dont ring me again with that kinda bullshit
anger, That's true . You can hear my tummy grumbling . I am really hungry ! 
fear,"While skiing in Squaw Valley, I was riding up a chair lift and right when the chair was above a sheer cliff of rocks, the chair lift stopped and all the chairs sagged and everything seemed to creak loudly."
neutral, Nothing . 
sadness," I'm sorry , but we don't allow returns on sale items . "
sadness,"I felt frustrated , angry , utterly dejected . "
anger,I wanted to borrow lecture notes from a friend and he did not lend me them.
joy,"He seemed pleased to remind us of yet more evidence of Bouilland 's humming modernity , and took us out into the sun again . "
sadness," Well . It's not all my fault , Anna ... "
anger, Fine ! I want a divorce ! 
neutral,Hello . 
joy,When I got a message that I was employed as a nurse at a kindergarten.
neutral, I will . 
neutral, No wonder you say English is a crazy language . 
fear,I saw a man who had had a heart-attack and who was being treated for it.  I feared that my own father could have been there.
anger, And his story didn't even hold together . I feel such an idiot . 
sadness,I'm afraid I forgot to lock the door . 
anger," Just an animal ? But it has life too . If you want a tattoo , get one . It's your choice because you want it . But has anyone asked the fish if it wanted one ? "
fear,When a good friend of me told me one evening that she didn't want to live anymore.
joy,After 10 days of hard work and having suffered many changes I passed my last exam.
neutral, What do you mean by us . 
neutral, It's no good . And I think spending several hours each day playing computer games is a waste of time . You might as well do something healthy and meaningful . 
sadness,I had taken the responsibility to do something and I had prepared for it.  However I failed because of my timidity.  After three attempts I still could not adapt to the atmosphere and failed as before.  I felt imcompetent and felt that the others would think that I had not prepared for it.
fear,My boat running into another boat.
sadness, Sorry . The road is too crowded . 
joy, I couldn't agree with you more . 
sadness, I ’ m sorry that you didn ’ t get in . 
sadness,When I learnt that my close friend was going to immigrate.
fear,When a thief broke into my house at night.
neutral," Yes , I am . "
joy,"When I dived among sharks and the brightly coloured fish on the outer reef of Tvavni, Fidgi."
anger,Congratulations on the new house ! 
anger,"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster."
neutral, What is it ? 
fear,I dnt open up a lot to my partner as much as I should..is letting my guard down and yu not gaf and hurt me reason why I dnt get attatched
sadness,Death of my grnadfather after having been in hospital for so long with cancer of the Oesophagus.
neutral," Honey , a typhoon is coming . "
neutral, I'm done . 
sadness,A friend of mine called me when I was not at home.  I phoned her back to know what she wanted and she told me that she had dialled the wrong number.
anger,"When my room-mate locked me out deliberately, before an exam due at 1400 hours."
fear,Strachan was alarmed at the way the German defence manhandled the 33-year-old front-runner and got away with it . 
sadness,"In spite of her grief at being parted from her cousins , she could not help but feel excited . "
sadness,Disappointed by a friend.
neutral," Well it was 3 to 4 , but Ripen ’ s home run made it 5 to 4 since another player was on first base . "
fear,"Just before we were to go upstairs to be photographed , an agitated Nigel Lawson came up to me saying that he wanted a word . "
neutral, Yes . 
anger, But nobody uses Macintosh ! 
fear,"I went home all alone from a restaurant. It was dark, I went very fast. Behind me, there were some drunk men who shouted at me. By chance, I met some friends who accompanied me."
fear,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.
joy,"In 1980 when I was in the 12th standard, we had arranged a small picnic in Kandala.  One of my closest friends wrote a small and cute poem for me, which expressed the feeling of closeness we had for each other.  I was very thrilled and I can still remember it."
sadness, But I lost the chance . 
anger,"The bull tossed the effigy out of their hands and became very infuriated . "" "
joy, That's great . What's on tonight ? 
neutral, Yes . 
sadness,"` I 'm too miserable to eat . "" "
anger, He doesn ’ t lift a finger ! I bend over backwards cleaning up all day and he sleeps in until noon . 
fear,Before an exam in logics.
neutral, Nothing . 
neutral, No . 
neutral, Who ? 
joy,I won a sport contest.
joy, ok ! I ’ ll bring one to you next time . 
sadness, How unlucky ! Let ’ s pack our bags and go home . 
fear,Once I failed seven subjects at school and I was terrified to give my report card to my father.  I left it on the table and went to bed very early in order to avoid him seeing me.
anger,"How often do parents say in exasperation , ` Oh , you 'll be the death of me "" ? "
sadness," There's nothing that can be done . Everything is gone . I wish I could tell you differently , but what has happened has happened . We will just have to figure out a way to move on . "
sadness,"My father resigned from work, and soon after this his elder brother died.  The next day my granny died (my mother's mother).  My dad remains the only living member of his family."
joy,I have tickets to The Phantom of the Opera on Friday night . Would you like to go ? 
anger,My stomach's growling again ! 
joy,When I passed successive exams to enter the school of medicine.
neutral, sure . 
sadness,Getting separated from my girlfriend.
joy,China winning the Asian Olympic games.
sadness, Oh dear ! What a pity ! Are you sure you lost the wallet in the theatre ? 
joy,"But do I take delight in pushing you down , making you worse ? "
anger,When my boyfriend told me that it would be difficult for him to marry me.
sadness, No . 
joy,When I heard that I had passed my final examination at school (with success).
neutral, ok . 
joy,Once a week I work as a volunteer in a biologic garden. this work in the garden and the contact with other volunteers filled me with joy. They also gave me support after I failed passing my driver's test.
sadness,"When you are far away from relatives and friends. I feel sad for my early years, for the freedom and the carefree years of childhood."
sadness,It showed some women in a northern English town at the turn of the century ; they were standing under an advertisement for Mazawattee tea and seemed depressed . 
neutral, Yes . 
sadness,Every day they became more miserable . 
sadness, I had a terrible quarrel with my neighbor yesterday . 
sadness,"Upon recovering , he admitted he had been extremely depressed since the death of his wife from cancer a year earlier and now did not think he had anything to live for . "
sadness,"The sense of relief that the Danes had ` let us all painlessly off the Maastricht hook "" was immediately replaced by a despondency at the Government 's response . "
sadness,As a ten-year-old I was at the funeral of my grand-father.  It was more the ceremonies held in the church and not really the death of my grand-father which made me sad.
sadness,A good friend of mine died. During the funeral I felt an intense feeling of sadness.
joy, It was a great idea to spend a day watching a game . 
sadness, That ’ s weird . 
anger, There was no reason for them to arrest me . 
fear,I struggled with and #anxiety for years that prevented me from learning to drive. Finally got my license this year. #honesty
joy, Do you want to borrow my coat ? I have a black coat that would look smashing on you . 
neutral, Why ? 
fear,"Once I was caught by thugs aged between 20-35, they asked me to surrender all the property I had and I remember feeling very scared."
anger,When my mother interfered in my life.
sadness,Girl I was fond of did not initiate conversation as I expected in tutorial.
sadness,"Two little children (5/6 years old) begging for money, and noone gave them money."
neutral, No problem . 
neutral, Thank you . 
anger,"When I am discussing something with a person and I realize that the other person is thinking over her own argumentations instead of listening, I become angry."
sadness,I have high expectations for my future but if I pursue the subject in this manner I will not attain this.
joy, That's really interesting . 
fear,"That is encouraging , yet we are concerned that people are still getting fatter . "
sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships."
joy,"Good morning , Jim ! "
joy,"This was when the girl I was in love with accepted my proposal and everything went smoothly, just as I had wanted it to.  It was contrary to my previous feelings of uncertainty about her response."
anger,Could I see the manager please ? I have a complaint to make . 
sadness,My grandfather's death.
sadness,"Thenceforward I was always wanting to take the joys of solitude and of society in their extreme forms , and was alternatively miserable from the lack of company or the presence of uncongenial company . "
neutral, That's all . 
sadness,After training for an Australian championship competition for a year and then injuring myself 2 weeks before the competiotion.
fear,When my sister was very ill and was admitted to the hospital.
sadness,"When my sister left to go home, in Sweden, after the Christmas Holidays."
joy," Yeah , it ’ s been ages ! So how have you been ? "
neutral,"Hi , Bill . "
neutral," OK , go on . "
fear,An hour before receiving the certificate results I was very frightened.  When I saw others crying I felt very tense and as time went by my fear grew.
sadness,When my grandfather died.
joy, I like the way that the gifts I get increasingly more lavish . 
joy,` We are not happy that the group is meeting Sinn Fein and will demand an explanation from the Consulate . 
neutral, Certainly . 
sadness,This feeling was quite deep when my friend (girl) died in a car accident.
sadness,"And out of the dark woods came the black man , leading his horse on one arm , and on the other a tall grey hound with the saddest face I have ever seen on any creature . "
anger,"My girlfriend one day went out and promised to be back at 6.00 pm however she first arrived at 10.00 pm, without a message (we had to go out that evening)."
neutral, Why ? 
fear,"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me."
anger,"The challenge was accepted and amidst cheers from a group of inebriated local husbands , the offended owner headed out the door in search of a couple of friendly Gardai . "
joy, Look at that big tree over there . 
fear,I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened throusers and holding his penis.
joy, That's good . Do you live near here ? 
sadness,"My mother died of cancer after a 4 year illness - I think the most pregnant moment of sadness was the next morning, just as the sun rose."
neutral, You're right . Lifelong learning is about finding learning opportunities at all ages and in numerous contexts 
anger,"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me."
sadness,"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely."
fear,I remember that my form 2 teacher was very fierce and dogmatic.  My feet would tremble whenever I saw her but I had to face the fact that I had to go for her class. 
neutral," Well , it pays off for her.How old is she anyway ? "
neutral," Then , you are to walk to work . "
anger,"After this she ceased to blame herself for the breakdown of their marriage , but instead expressed considerable anger towards her husband . "
neutral, Yes . Why ? 
joy,When I took my entrance exams successfully and also when I got my school leaving certificate because the delivering ceremony was extremely official.
sadness,"I was terribly upset when my kitten got hit by a car. He didn't die, but for several weeks we thought he might have to be put down."
anger,"By this time , Mattie was feeling irked , not by Urquhart but by O'Neill . "
fear, I haven't gone to the interview yet . It's tomorrow . I am so nervous . 
anger,Walter Matthau and Jack Lemon get miffed because her establishment will replace two of their favorite hang-outs .
anger, Curse this oven ! Curse it ! 
sadness, I was told my girlfriend was speaking ill of me . That ’ s a real let-down . 
fear,I had the window open and the door was shut so that the kitten would not go out.  My partner came in and started talking about something and I forgot about the window and suddenly I saw the kitten hanging from the window frame. I was rigid with fright till I got hold of her.
neutral, 856674 . 
anger,I was furious when the teacher pointed out in class that I was the quietest girl in class.
neutral, Six . 
joy,"Hey , Mark , long time no see . "
anger,Shut up ... Billy ... BILLY ! 
anger, Are you crazy ? You made the mistake and now you're charging me for your mistake ? 
neutral, Really ? 
joy,"` Can I help you ? "" she asked , trying not to let him see the amusement in her blue eyes . "
joy,That was what I felt when I was finally accepted in the Bulgarian Conservatory after I had applied a couple of years.
neutral, Would you please write your name on this list ? 
joy,Finding out that the person I love understands me.
joy,"Griffin Moss is a contented artist until he receives an enigmatic note from Sabine Strohem , a stranger from a South Pacific island . "
joy,The concert was really great . 
neutral, See you ! 
fear,"But that ain't how it works, that ain't how it goes,& i'll be getting high just to balance out the lows "
joy,Finding out that I am not ill (not seriously).
anger,A colleague asked me for some advice and as he did not have enough confidence in me he asked a third person.
sadness,My brother is a soldier. He promised to come home in a furlough but in the last moment he phoned and said that he could not come.
fear,Lily shot a quick horrified look up and down the road . 
sadness,When I received a message that my brother was seriously ill and was in hospital.
anger,"Following an argument with my brother, he broke my golf clubs."
sadness, I'm very sorry to hear that . 
neutral, You said she used to ? How did you stop her ? 
sadness, Bummer . I guess we're both out of luck . 
neutral, Yes . 
anger,"Hoskyns , who only had another year to live , was angry at his university . "
neutral, Nigerian . 
fear,@JennaLaineBucs yes if they can run the ball and not get beat deep! We should win ! the Spear
anger,"Being insulted in front of my parents, and they believed other people (those insulting me)."
sadness, Sorry . We mustn't stop here . 
sadness,Loss of close relative.
neutral, Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back . 
fear,After listening to ghost stories with my classmates I had to back alone to the hostel at night.  I had to walk through a long and quiet road and I was scared of meeting a ghost.
sadness, really ? Who do you chat with ? 
sadness," Yeah , I know , but it's too hard to do . "
anger,He also was miffed that World Tour organizers did not contact enough players before going public .
joy, Are you serious ? That will be wonderful ! 
anger,Frau Nordern bit her lip in vexation . 
anger,"She picked up a pen and drew a line through the service charge , then handed the bill to the indignant guest . "
joy,"But when he stepped up on to the conductor 's rostrum for the opening production of a new season , he was -- every time -- filled with a sense of sheer elation . "
anger,People hunting animals.
anger,"A miffed European Parliament head , President Jose Maria Gil -Robles , who is visiting Paris , promptly canceled a scheduled stop at de Charette 's office --- pending an apology ."
anger,Why didn't you tell me you had a girlfriend ? 
joy,Waking in morning (early morning) and having whole day to myself.
neutral," No , Jess , chill out ! "
anger," Look , traffic jam again ! "
sadness,When I heard that a good friend had committed suicide.
fear,"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light."
joy," I forgot what I put up with . In that case , I do deserve these flowers . "
fear," Yes , he was . I'm not imagining it.Finally , just when I got home , I turned around and looked at him.He was just standing there . He didn't smile . He just stood there . It was so obvious.What should I do ? I'm so scared . Can I call the police ? "
sadness,Finding out that my grandfather had died. He lived in England and I had not seen him for 10 years.
neutral, OK . 
joy,He hadn't sounded very pleased about something -- that made two of them . 
sadness, Look at me . I look so old ! I look as if I were thirty . 
joy, Thank you . I am very excited . 
neutral, OK . 
sadness,When he wondered this he felt a deep sadness . 
anger,I learned that my girlfriend had been unjustly missed from work.
sadness," Oh , that hurts . "
neutral, Very good . 
joy,When I was admitted to a certain school as a student.
anger, And why are you yarning now ? Are you bored ? 
sadness,"I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so."
sadness,Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills . 
joy,It was when I was allowed to take my wife away from her parents after being refused for three times on grounds that she should first write her examination.
sadness,"Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me."
neutral, Then we ’ ll have to put up with it . 
sadness,"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level.  It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital."
sadness,It's an ugly day today . 
sadness,My partner left me after we had been together for a long time.
joy,After a weekend at a seminar I saw my husband again. I hurried home hoping he would be there. We embraced - I enjoyed feeling his body.
anger,"Behind the scenes , British diplomats in Seoul , Korea were furious at the way last night 's meeting was handled . "
anger," I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! "
sadness," You know , all I was trying to do was tell the truth but they obviously didn ’ t take it that way . "
fear,"I was seven years old and swimming outside the flags at the Gold Coast. I was caught in a rip and taken out about 100 m. I couldn't swim too well, but an older friend (17) swam out and saved me."
joy,"When after an overwhelming anxiety and enquiry, I understood something about why I exist and what my task in life is."
joy, My pleasure . Have you seen the movie yet ? 
sadness, And my writing is not good . I feel so frustrated . 
anger,"LIVID Mia Farrow beat her adopted daughter Soon-Yi with a chair after finding out about her affair with Woody Allen , it was claimed yesterday . "
anger,We are repainting rooms in my house. My mother started to enact plans to paint my room without consulting me.
sadness,"They 'd had a skinful so weren't in a particularly noticing mood but they saw and heard nothing , nothing except what they described as a kind of mournful whistling coming from deep in the wood . "" "
neutral, So what ? 
joy, Good bye . 
sadness," I see . Oh , wait . Ma'am , I'm sorry . These slacks were on sale . "
joy," I've seen it so many times in books , but I never imagined I'd get to see it in person . "
fear,Some of the house servants were missing and everybody looked frightened . 
fear,"After my car accident, when I woke up in a heap of stones."
joy,"Being reunited with my family after not having seen them for 5 years, at the airport. Sheer elation at getting through the \paper work\"" collecting bags and the anticipation of coming through the customs gate."""
joy,When I learnt that I could do further studies at the Chinese university.
fear,Motor failure on a boat outside Gottenburg when we were in heavy  seas and the wind was strong.  As we could not steer the boat we drifted towards the rocks.  We did not succeed in attracting the attention of any passerby until 4 hours had elapsed.
sadness, I thought so . I felt dizzy this morning . 
joy,Being asked to go out by someone I care. 
joy,When I drove partially across the country with my father. We stopped in a few towns and stayed overnight in motels. The joy I got was from the feedom I felt and the real beauty of the country.
neutral, Yes . 
anger, Why don ’ t you try to be clearer about your intentions ? 
joy,"During his fishing time though it was sheer delight for him , his boys were always ready and willing to go to sea , bother U-boats etc ! "
neutral, Again ! 
sadness, My condolences . 
neutral, The weather report says it's going to rain for a whole week . 
anger,"There was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams . "
anger,"Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident."
neutral, Yes . 
joy," Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! "
neutral, Goodbye . 
joy,Doing well in the exam.
anger,When my mother quarrelled with my aunt over me.
anger, Mom ! ! ! Please . All my friends have had it for years . 
joy,"When my father managed to begin a \new life\"" after the divorce from my mother; resulting in a new little sister for me."""
neutral, Not at all . 
sadness,"When a friend, who has been with me at school, failed to make it to university."
sadness,I don't know what I can do now . I'm down and out . 
sadness,When my parents did not let me go on a study tour.
fear,"Her ladyship looked frightened , shocked . "
fear,"I was spending my summer holidays in a village.  My friend and I were coming back from a discotheque at night and we heard a noise from an alley.  We were very scared and we got into my friend's house.  A moment later, an unknown car picked up a person from this alley."
sadness,"I had to give up my love, because it did not work out well."
joy,Jenny sat with a contented smile on her face during this interchange while mother repressed her irritation and anger with her husband 's remarks . 
anger,"At having an argument with a stranger, in the street."
anger, You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? 
neutral, Why not ? 
sadness, Yesterday . I didn't even know it was coming . He just told me he found someone else . 
anger,"Although this is hardly the headhunter 's fault , the candidate will naturally feel annoyance or even anger that his or her expectations have been raised and then dashed , often without much explanation . "
fear,When I was involved in a traffic accident.
fear,"The boss sounded agitated when I spoke to him over the phone . "" "
joy, I'm not flattering you.You ' re full of energy every day . 
anger," Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore ! "
sadness, She said it was because we had very different ideas about life . 
sadness," I want to go fishing today , but I have left my rod and fishing line at home . "
sadness, I ’ m down in spirits . 
fear,Movement in bush late at night while camping.
joy,"Overjoyed at the prospect , she found it difficult to conceal her excitement from those around her . "
anger,When my sister broke my china tea set.
neutral, I guess so . 
sadness,I received the mid-term exam paper of one of my major subjects and I found that I had failed it.
anger,I walked in on a teenage patient of mine (I work in a hospital) as he was going through my office drawers and he had removed money from my purse.
neutral, Do you have a subscription ? 
anger,Finding out that I was deceived by a friend.
anger,"Your eyesight 's not good enough , "" Miss Dersingham said with exasperation . "
anger," With that attitude , I don't really think we have much more to discuss here . "
anger,Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night.
neutral, Why not ? 
neutral," Yeah , you ’ re a pretty big guy . I play goalie , myself . "
anger,` He was livid . 
sadness,When my father a 4th/5th generation colonial (from Eng.) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me.
fear, What you said gives me the creeps ! 
neutral," I want to have a picnic with my friends , Mum . "
sadness,"` Was it sad because its mummy was nasty to it ? "" he said . "
neutral," And three times a week , you can either swim , play racketball , or hand ball . "
fear,Charlotte looked at Ursula and saw a frozen expression of horror on her face . 
neutral, Are you going to have a birthday party ? 
neutral, After you . 
joy,"A person with whom I had been on bad terms, gave me a present. We became reconciled."
joy,When I thought that my high school love and I had a mutual emotion.
fear,"One dark night with no street lights, a car was obviously following me."
fear,His comments are a major diplomatic gaffe as the CRC has supported the region in its disquiet over the CRE 's decision to begin an investigation . 
neutral, What ? 
neutral, I'll certainly try to help you . What topic is your paper on ? 
sadness,I don ’ t know what I ’ m going to do ! It ’ s going to be impossible to make ends meet if I lose my job ! 
sadness," Sorry , sir . That table has been reserved . This way , please . How about this one , sir ? "
fear, It must be a haunted house . Are you frightened ? 
joy,The day I learnt that I had been admitted to the university.
anger,It was a revelation after the pain of trotting and Nails was cross when Nutty brought it to an end . 
neutral, That's no problem.He just has a friend who works in a shop that can do plastic wrap . That's easy.And probably it's the same shop he got the boxes from.Maybe his friend works in an electronics store . They sell video cameras there.Probably they had a couple video camera boxes lying around.So they get the idea of wrapping bricks to sell to fools like you.Twenty dollars a brick . That's a good profit if they can sell enough bricks . 
sadness,"When, for example, I left for the first time my parents and I went to live in Sofia."
joy, Yes.You look very smart today . 
fear,Mugged while on holiday in the U.S.A.
